worker_id,platform,avg_daily_income,weekly_deliveries,active_days,rating,income_std,account_age_months,cancel_rate,monthly_income,default_risk
GW00412,Zomato,1039,36,25,4.7,367,1,0.14,25975,0
GW00413,Zomato,831,21,17,3.3,315,11,0.3,14127,1
GW00414,Zomato,1120,54,11,3.5,207,17,0.24,12320,1
GW00415,Zomato,609,17,28,4.9,312,22,0.23,17052,1
GW00416,Swiggy,797,18,15,4.0,234,14,0.12,11955,0
GW00417,Swiggy,357,10,29,3.7,188,23,0.23,10353,1
GW00418,Swiggy,273,14,29,4.9,249,18,0.16,7917,1
GW00419,Zomato,901,16,28,4.8,356,19,0.26,25228,1
GW00420,Zomato,714,27,20,3.3,113,27,0.24,14280,1
GW00421,Zomato,271,63,21,3.9,278,18,0.2,5691,1
GW00422,Zomato,751,49,28,4.8,80,17,0.08,21028,0
GW00423,Swiggy,1100,33,24,3.5,161,26,0.18,26400,1
GW00424,Swiggy,1090,35,19,4.2,50,30,0.27,20710,0
GW00425,Swiggy,965,19,11,3.8,138,34,0.19,10615,1
GW00426,Swiggy,1141,49,16,4.5,397,16,0.25,18256,1
GW00427,Swiggy,985,53,22,3.5,264,17,0.16,21670,1
GW00428,Zomato,750,57,22,4.3,356,10,0.25,16500,1
GW00429,Swiggy,984,21,25,3.2,398,30,0.18,24600,1
GW00430,Swiggy,842,63,13,3.7,251,30,0.26,10946,1
GW00431,Swiggy,656,31,9,3.5,95,26,0.15,5904,0
GW00432,Zomato,579,36,16,3.6,318,7,0.2,9264,1
GW00433,Zomato,952,12,12,4.7,385,5,0.03,11424,0
GW00434,Swiggy,535,27,19,4.8,428,21,0.14,10165,0
GW00435,Swiggy,396,14,12,4.6,420,8,0.05,4752,1
GW00436,Zomato,1043,23,19,4.3,125,29,0.08,19817,0
GW00437,Swiggy,633,34,22,3.6,289,32,0.17,13926,1
GW00438,Zomato,260,61,9,3.7,162,24,0.17,2340,1
GW00439,Zomato,525,40,18,3.8,256,3,0.24,9450,1
GW00440,Swiggy,1135,30,26,4.6,344,33,0.15,29510,0
GW00441,Swiggy,817,57,24,3.7,324,4,0.28,19608,1
GW00442,Zomato,934,63,25,5.0,262,11,0.11,23350,0
GW00443,Swiggy,552,68,17,4.6,366,28,0.14,9384,0
GW00444,Swiggy,453,47,12,5.0,145,8,0.23,5436,1
GW00445,Zomato,594,57,28,4.0,438,2,0.2,16632,1
GW00446,Zomato,1009,29,24,4.3,106,6,0.06,24216,0
GW00447,Zomato,1075,23,8,3.7,96,32,0.16,8600,1
GW00448,Zomato,515,29,20,4.3,384,19,0.03,10300,0
GW00449,Swiggy,271,65,9,5.0,209,18,0.05,2439,0
GW00450,Swiggy,1088,46,24,3.3,50,35,0.04,26112,0
GW00451,Zomato,785,55,22,3.7,256,25,0.04,17270,0
GW00452,Zomato,955,39,15,3.7,84,17,0.05,14325,0
GW00453,Swiggy,345,52,9,5.0,261,2,0.27,3105,1
GW00454,Zomato,694,62,15,3.4,208,22,0.21,10410,1
GW00455,Swiggy,512,50,12,4.7,352,33,0.21,6144,1
GW00456,Swiggy,833,29,24,3.7,73,20,0.27,19992,1
GW00457,Swiggy,1004,16,11,4.7,89,12,0.21,11044,0
GW00458,Swiggy,632,14,19,4.1,379,34,0.19,12008,1
GW00459,Swiggy,799,40,25,3.6,383,35,0.23,19975,1
GW00460,Swiggy,1166,38,13,4.5,298,2,0.21,15158,0
GW00461,Swiggy,641,24,12,4.7,431,28,0.18,7692,1
GW00462,Zomato,1138,34,26,4.0,241,19,0.04,29588,0
GW00463,Zomato,850,22,12,4.5,142,11,0.03,10200,0
GW00464,Zomato,789,53,17,3.5,250,14,0.06,13413,0
GW00465,Zomato,341,33,26,4.9,169,24,0.19,8866,1
GW00466,Swiggy,815,24,11,3.4,293,2,0.16,8965,1
GW00467,Swiggy,408,33,20,3.6,187,7,0.17,8160,1
GW00468,Zomato,1133,67,20,3.7,305,9,0.12,22660,1
GW00469,Swiggy,477,35,24,3.5,166,33,0.25,11448,1
GW00470,Zomato,722,28,25,3.9,51,27,0.23,18050,1
GW00471,Swiggy,621,66,26,4.0,328,4,0.02,16146,0
GW00472,Zomato,625,33,24,4.1,387,33,0.07,15000,0
GW00473,Swiggy,802,28,10,3.3,242,8,0.17,8020,1
GW00474,Zomato,286,51,20,3.6,444,9,0.07,5720,1
GW00475,Swiggy,886,26,20,4.7,406,12,0.05,17720,0
GW00476,Zomato,1183,57,10,4.7,430,11,0.01,11830,0
GW00477,Swiggy,940,14,9,3.8,402,16,0.3,8460,1
GW00478,Zomato,1093,13,22,4.0,112,2,0.08,24046,0
GW00479,Zomato,286,65,10,3.5,85,3,0.13,2860,1
GW00480,Swiggy,350,31,29,4.7,394,35,0.19,10150,1
GW00481,Zomato,792,19,23,4.9,328,9,0.08,18216,0
GW00482,Zomato,439,30,17,3.7,112,7,0.25,7463,1
GW00483,Swiggy,761,34,27,4.6,263,26,0.18,20547,0
GW00484,Zomato,907,15,9,3.8,82,12,0.21,8163,1
GW00485,Zomato,339,39,22,3.2,224,16,0.05,7458,1
GW00486,Zomato,255,38,15,4.3,68,31,0.22,3825,1
GW00487,Swiggy,1154,20,20,3.9,328,24,0.03,23080,1
GW00488,Swiggy,388,20,8,4.6,159,1,0.1,3104,0
GW00489,Zomato,344,68,9,4.5,135,26,0.13,3096,0
GW00490,Zomato,880,57,16,4.9,53,27,0.04,14080,0
GW00491,Swiggy,1127,55,27,4.0,146,5,0.17,30429,0
GW00492,Zomato,881,36,27,4.1,133,27,0.11,23787,0
GW00493,Swiggy,635,28,26,3.9,291,21,0.05,16510,0
GW00494,Swiggy,372,31,19,3.7,177,15,0.09,7068,1
GW00495,Swiggy,534,37,19,4.3,145,12,0.18,10146,0
GW00496,Swiggy,615,68,17,4.7,230,11,0.08,10455,0
GW00497,Zomato,1138,69,26,3.5,161,25,0.15,29588,0
GW00498,Swiggy,940,13,27,5.0,448,4,0.21,25380,1
GW00499,Zomato,739,46,17,4.4,170,22,0.19,12563,0
GW00500,Zomato,574,63,26,4.6,322,27,0.23,14924,1
GW00501,Zomato,656,66,16,5.0,74,25,0.21,10496,0
GW00502,Swiggy,768,28,12,4.1,63,24,0.15,9216,0
GW00503,Swiggy,1145,26,10,3.3,159,9,0.16,11450,1
GW00504,Zomato,1073,59,26,4.6,355,22,0.09,27898,0
GW00505,Zomato,888,49,29,4.8,79,27,0.28,25752,0
GW00506,Swiggy,326,45,11,3.5,71,24,0.27,3586,1
GW00507,Zomato,483,32,21,3.2,388,1,0.25,10143,1
GW00508,Zomato,1079,59,13,3.4,151,1,0.05,14027,0
GW00509,Zomato,835,37,20,3.8,309,14,0.23,16700,1
GW00510,Zomato,733,20,14,4.9,121,29,0.28,10262,0
GW00511,Zomato,713,67,19,3.2,350,20,0.27,13547,1
GW00512,Swiggy,520,23,27,4.6,165,33,0.27,14040,0
GW00513,Zomato,1070,22,21,4.7,305,20,0.21,22470,1
GW00514,Zomato,1188,33,20,4.7,379,17,0.08,23760,0
GW00515,Swiggy,716,67,18,3.3,163,30,0.18,12888,1
GW00516,Swiggy,718,25,13,4.4,77,13,0.09,9334,0
GW00517,Swiggy,881,37,14,4.9,231,22,0.24,12334,0
GW00518,Zomato,796,39,17,3.4,235,9,0.06,13532,0
GW00519,Zomato,968,53,22,3.3,390,28,0.07,21296,1
GW00520,Swiggy,519,50,16,4.8,370,23,0.09,8304,0
GW00521,Zomato,854,48,10,4.4,300,23,0.18,8540,0
GW00522,Swiggy,627,51,12,4.4,231,32,0.18,7524,0
GW00523,Zomato,426,36,17,4.9,403,17,0.17,7242,1
GW00524,Zomato,523,26,22,4.6,444,28,0.05,11506,0
GW00525,Zomato,940,59,10,3.9,193,21,0.14,9400,0
GW00526,Swiggy,890,66,28,4.0,255,30,0.28,24920,0
GW00527,Swiggy,886,35,25,3.5,301,19,0.28,22150,1
GW00528,Swiggy,276,16,10,3.7,400,23,0.15,2760,1
GW00529,Swiggy,825,68,14,4.0,221,6,0.09,11550,0
GW00530,Zomato,309,44,28,3.7,220,19,0.3,8652,1
GW00531,Zomato,980,24,21,4.8,290,4,0.07,20580,0
GW00532,Zomato,466,25,23,3.2,386,23,0.25,10718,1
GW00533,Zomato,930,30,26,4.3,291,5,0.1,24180,0
GW00534,Zomato,910,26,11,4.6,129,33,0.27,10010,0
GW00535,Zomato,519,54,10,4.5,306,12,0.04,5190,0
GW00536,Zomato,365,35,10,4.4,296,29,0.1,3650,0
GW00537,Zomato,494,44,16,3.9,79,14,0.2,7904,1
GW00538,Swiggy,909,68,11,4.9,172,7,0.04,9999,0
GW00539,Swiggy,853,29,29,3.8,241,20,0.12,24737,0
GW00540,Swiggy,334,29,26,4.6,76,14,0.12,8684,0
GW00541,Zomato,848,32,18,4.9,406,34,0.16,15264,1
GW00542,Zomato,1156,14,22,3.4,129,23,0.01,25432,0
GW00543,Swiggy,881,18,11,4.9,137,5,0.2,9691,0
GW00544,Zomato,699,32,15,4.6,205,33,0.13,10485,0
GW00545,Zomato,1101,27,9,4.3,137,10,0.08,9909,0
GW00546,Swiggy,785,38,25,3.9,400,10,0.07,19625,1
GW00547,Swiggy,1136,20,10,4.8,266,11,0.23,11360,0
GW00548,Zomato,338,52,10,3.3,228,19,0.09,3380,1
GW00549,Swiggy,798,57,28,4.0,179,35,0.21,22344,0
GW00550,Zomato,1103,17,26,4.6,302,15,0.01,28678,0
GW00551,Swiggy,1144,36,19,4.7,120,27,0.29,21736,0
GW00552,Zomato,756,11,21,3.6,417,5,0.03,15876,1
GW00553,Zomato,657,32,20,3.3,136,13,0.13,13140,0
GW00554,Zomato,520,30,23,4.6,398,23,0.2,11960,1
GW00555,Zomato,773,19,24,4.0,84,16,0.19,18552,0
GW00556,Swiggy,743,47,29,3.5,143,10,0.27,21547,1
GW00557,Swiggy,856,68,25,3.4,419,32,0.29,21400,1
GW00558,Swiggy,697,13,20,4.4,243,3,0.22,13940,0
GW00559,Zomato,792,30,20,4.2,384,8,0.2,15840,1
GW00560,Zomato,1198,69,15,4.7,65,1,0.04,17970,0
GW00561,Zomato,599,46,14,3.3,57,19,0.14,8386,0
GW00562,Swiggy,994,64,15,4.8,366,8,0.06,14910,0
GW00563,Swiggy,1101,52,24,4.8,141,23,0.12,26424,0
GW00564,Swiggy,577,21,8,4.0,89,1,0.05,4616,0
GW00565,Swiggy,1061,57,10,3.3,258,30,0.24,10610,1
GW00566,Zomato,535,61,11,4.9,234,4,0.16,5885,0
GW00567,Swiggy,284,62,26,3.3,294,21,0.04,7384,1
GW00568,Swiggy,782,55,9,4.3,255,21,0.16,7038,0
GW00569,Zomato,872,23,18,4.1,134,20,0.11,15696,0
GW00570,Swiggy,737,61,18,4.7,332,28,0.16,13266,1
GW00571,Swiggy,1080,29,26,4.1,390,25,0.08,28080,0
GW00572,Zomato,1109,56,9,4.0,209,33,0.23,9981,0
GW00573,Swiggy,736,17,12,4.8,429,15,0.01,8832,0
GW00574,Zomato,394,36,26,4.9,279,33,0.05,10244,0
GW00575,Zomato,773,46,16,4.2,168,3,0.18,12368,0
GW00576,Zomato,1005,50,14,4.0,334,16,0.2,14070,1
GW00577,Swiggy,395,30,19,4.7,292,26,0.02,7505,0
GW00578,Zomato,1000,57,26,4.7,213,29,0.2,26000,0
GW00579,Swiggy,752,65,25,3.8,430,21,0.07,18800,1
GW00580,Swiggy,853,44,25,4.2,168,31,0.05,21325,0
GW00581,Swiggy,1077,53,28,3.5,73,32,0.02,30156,0
GW00582,Zomato,1084,48,16,4.3,390,8,0.15,17344,0
GW00583,Swiggy,876,58,9,4.7,433,7,0.23,7884,1
GW00584,Swiggy,776,24,9,3.5,216,7,0.18,6984,1
GW00585,Zomato,521,56,22,3.8,227,28,0.26,11462,1
GW00586,Swiggy,783,21,23,4.0,441,19,0.16,18009,1
GW00587,Swiggy,879,62,21,4.7,387,27,0.01,18459,0
GW00588,Swiggy,1130,43,26,4.5,196,20,0.26,29380,0
GW00589,Swiggy,344,17,22,3.8,215,31,0.28,7568,1
GW00590,Swiggy,696,69,10,3.6,331,2,0.26,6960,1
GW00591,Swiggy,664,63,13,4.5,119,21,0.07,8632,0
GW00592,Zomato,506,46,13,4.1,287,34,0.3,6578,0
GW00593,Swiggy,1092,39,29,4.3,226,31,0.29,31668,0
GW00594,Swiggy,511,12,28,4.4,331,10,0.26,14308,1
GW00595,Zomato,336,39,27,4.2,141,5,0.18,9072,1
GW00596,Swiggy,1154,38,16,4.3,285,30,0.07,18464,0
GW00597,Zomato,685,10,18,4.8,222,23,0.07,12330,0
GW00598,Swiggy,1079,25,11,4.8,342,9,0.16,11869,1
GW00599,Swiggy,819,51,21,3.5,138,20,0.27,17199,1
GW00600,Swiggy,991,40,20,4.3,263,35,0.12,19820,0
GW00601,Swiggy,357,67,22,4.0,400,6,0.15,7854,1
GW00602,Swiggy,268,19,24,3.7,311,2,0.13,6432,1
GW00603,Swiggy,614,39,15,4.3,208,18,0.22,9210,0
GW00604,Swiggy,902,52,18,4.1,114,5,0.04,16236,0
GW00605,Swiggy,628,35,18,4.6,153,14,0.22,11304,0
GW00606,Swiggy,409,21,23,3.4,442,19,0.24,9407,1
GW00607,Swiggy,349,49,10,3.7,283,10,0.22,3490,1
GW00608,Swiggy,514,68,22,3.2,116,32,0.21,11308,1
GW00609,Swiggy,999,14,20,4.5,305,25,0.12,19980,0
GW00610,Zomato,999,18,14,4.8,223,33,0.15,13986,0
GW00611,Swiggy,298,20,12,4.3,182,1,0.07,3576,0
GW00612,Zomato,926,56,19,4.3,86,35,0.21,17594,0
GW00613,Zomato,1048,32,10,3.3,382,27,0.07,10480,1
GW00614,Swiggy,664,26,19,4.1,78,10,0.17,12616,0
GW00615,Zomato,308,52,12,4.1,141,34,0.23,3696,1
GW00616,Zomato,432,22,26,3.3,98,5,0.06,11232,1
GW00617,Swiggy,908,26,26,4.6,202,15,0.09,23608,0
GW00618,Swiggy,696,32,8,3.7,187,33,0.14,5568,0
GW00619,Zomato,1147,68,27,4.5,147,24,0.2,30969,0
GW00620,Zomato,550,48,19,3.9,64,23,0.1,10450,0
GW00621,Swiggy,857,18,29,5.0,254,1,0.06,24853,0
GW00622,Swiggy,804,27,29,3.6,278,14,0.06,23316,0
GW00623,Swiggy,603,64,13,3.3,236,28,0.09,7839,0
GW00624,Swiggy,1018,27,28,5.0,290,11,0.13,28504,0
GW00625,Zomato,462,39,25,3.6,104,9,0.04,11550,1
GW00626,Swiggy,438,51,28,4.3,360,21,0.29,12264,1
GW00627,Swiggy,892,53,23,3.9,191,7,0.3,20516,1
GW00628,Zomato,596,35,18,4.4,251,7,0.26,10728,0
GW00629,Swiggy,1061,27,17,4.3,416,27,0.25,18037,1
GW00630,Swiggy,1152,30,10,4.5,233,29,0.13,11520,0
GW00631,Zomato,1050,50,25,3.2,366,11,0.11,26250,1
GW00632,Zomato,386,50,19,4.7,310,5,0.14,7334,1
GW00633,Swiggy,279,51,21,4.1,311,12,0.02,5859,1
GW00634,Swiggy,395,42,11,4.1,446,27,0.06,4345,1
GW00635,Swiggy,1073,52,17,3.9,295,1,0.17,18241,1
GW00636,Swiggy,717,23,14,5.0,318,8,0.28,10038,1
GW00637,Swiggy,866,64,23,4.6,351,33,0.28,19918,1
GW00638,Swiggy,752,67,16,3.8,289,2,0.22,12032,1
GW00639,Swiggy,1048,19,10,4.6,402,33,0.15,10480,0
GW00640,Swiggy,440,37,9,4.0,278,4,0.09,3960,0
GW00641,Swiggy,720,23,13,4.8,177,35,0.13,9360,0
GW00642,Swiggy,939,28,17,3.3,200,22,0.3,15963,1
GW00643,Swiggy,594,35,11,3.8,198,5,0.26,6534,1
GW00644,Swiggy,1000,19,11,4.0,377,8,0.15,11000,0
GW00645,Swiggy,250,26,17,4.5,339,35,0.26,4250,1
GW00646,Zomato,359,43,17,3.5,358,34,0.23,6103,1
GW00647,Zomato,1099,63,20,3.7,80,20,0.13,21980,0
GW00648,Zomato,1036,23,13,4.5,389,18,0.15,13468,0
GW00649,Zomato,1132,35,14,3.3,276,27,0.14,15848,0
GW00650,Swiggy,1143,59,12,3.6,243,19,0.01,13716,0
GW00651,Swiggy,995,43,22,4.6,393,9,0.1,21890,0
GW00652,Swiggy,313,61,15,4.8,432,20,0.02,4695,1
GW00653,Zomato,1005,28,17,4.5,380,7,0.27,17085,1
GW00654,Zomato,302,33,19,4.1,191,16,0.18,5738,1
GW00655,Swiggy,511,40,24,3.4,283,14,0.13,12264,0
GW00656,Swiggy,778,49,23,4.7,389,9,0.04,17894,0
GW00657,Swiggy,551,15,8,3.4,149,7,0.02,4408,0
GW00658,Swiggy,1135,29,11,3.9,202,21,0.08,12485,0
GW00659,Zomato,483,48,15,3.3,408,30,0.12,7245,1
GW00660,Zomato,322,66,13,4.5,379,14,0.18,4186,1
GW00661,Swiggy,606,54,28,4.1,241,33,0.11,16968,0
GW00662,Zomato,852,43,17,4.8,118,27,0.15,14484,0
GW00663,Zomato,733,31,25,3.4,373,13,0.21,18325,1
GW00664,Swiggy,255,16,20,4.7,162,2,0.02,5100,0
GW00665,Swiggy,959,42,12,4.1,431,29,0.16,11508,1
GW00666,Swiggy,1126,15,19,3.9,264,7,0.09,21394,0
GW00667,Swiggy,957,25,28,4.4,92,13,0.24,26796,0
GW00668,Swiggy,1057,17,25,4.6,438,15,0.1,26425,0
GW00669,Swiggy,1108,54,15,4.0,398,19,0.06,16620,0
GW00670,Swiggy,1083,32,21,3.6,285,9,0.24,22743,1
GW00671,Swiggy,386,27,22,4.8,159,10,0.23,8492,1
GW00672,Zomato,1028,23,12,3.8,391,3,0.14,12336,1
GW00673,Swiggy,653,59,12,5.0,350,17,0.06,7836,0
GW00674,Swiggy,877,45,24,4.6,295,10,0.15,21048,0
GW00675,Swiggy,804,24,20,4.4,413,25,0.14,16080,0
GW00676,Zomato,992,14,24,3.2,120,1,0.05,23808,0
GW00677,Swiggy,819,62,18,4.0,90,20,0.12,14742,0
GW00678,Swiggy,455,55,8,4.1,363,23,0.25,3640,1
GW00679,Zomato,659,57,20,3.9,236,16,0.16,13180,1
GW00680,Zomato,1055,24,25,3.5,77,35,0.05,26375,0
GW00681,Zomato,855,20,13,3.9,262,14,0.27,11115,1
GW00682,Swiggy,285,11,20,3.3,104,12,0.23,5700,1
GW00683,Swiggy,479,32,28,3.7,356,4,0.17,13412,1
GW00684,Zomato,476,33,29,3.4,85,21,0.09,13804,1
GW00685,Zomato,944,27,27,4.6,311,1,0.04,25488,0
GW00686,Zomato,511,13,18,4.4,260,23,0.22,9198,0
GW00687,Zomato,380,24,26,4.9,356,16,0.19,9880,1
GW00688,Swiggy,826,21,27,3.9,427,14,0.25,22302,1
GW00689,Zomato,1141,68,16,4.6,102,13,0.21,18256,0
GW00690,Swiggy,697,68,20,4.3,188,2,0.05,13940,0
GW00691,Swiggy,435,12,22,4.4,227,13,0.14,9570,0
GW00692,Swiggy,878,41,18,4.2,95,7,0.1,15804,0
GW00693,Swiggy,435,45,23,4.6,131,14,0.26,10005,1
GW00694,Swiggy,523,30,24,3.3,223,19,0.09,12552,0
GW00695,Swiggy,912,57,12,3.3,382,6,0.15,10944,1
GW00696,Zomato,601,15,29,3.4,90,14,0.17,17429,1
GW00697,Swiggy,662,11,21,3.7,356,26,0.19,13902,1
GW00698,Zomato,400,67,22,4.3,316,12,0.19,8800,1
GW00699,Swiggy,633,63,16,4.4,356,24,0.2,10128,1
GW00700,Swiggy,285,18,21,4.5,76,22,0.11,5985,0
GW00701,Swiggy,575,21,17,3.7,98,21,0.16,9775,1
GW00702,Swiggy,714,53,29,4.4,321,30,0.03,20706,0
GW00703,Swiggy,715,68,20,3.4,355,4,0.16,14300,1
GW00704,Swiggy,344,33,24,3.2,448,29,0.19,8256,1
GW00705,Swiggy,383,23,8,4.5,319,11,0.23,3064,1
GW00706,Zomato,411,58,21,4.5,259,16,0.05,8631,0
GW00707,Swiggy,805,50,19,4.3,253,25,0.19,15295,0
GW00708,Zomato,549,21,14,3.7,331,4,0.1,7686,1
GW00709,Swiggy,1044,36,10,4.9,283,10,0.13,10440,0
GW00710,Zomato,605,19,28,4.8,89,34,0.15,16940,0
GW00711,Zomato,489,52,8,4.1,295,16,0.05,3912,0
GW00712,Zomato,813,11,20,5.0,67,4,0.08,16260,0
GW00713,Swiggy,1187,40,29,3.7,159,18,0.03,34423,0
GW00714,Swiggy,1042,37,9,4.1,306,19,0.29,9378,1
GW00715,Swiggy,835,25,16,4.9,65,32,0.07,13360,0
GW00716,Zomato,1056,68,25,4.0,406,13,0.19,26400,1
GW00717,Zomato,999,10,29,4.0,198,19,0.04,28971,0
GW00718,Zomato,416,31,11,3.3,168,9,0.21,4576,1
GW00719,Swiggy,389,10,23,3.6,260,32,0.26,8947,1
GW00720,Zomato,388,40,13,3.5,436,24,0.15,5044,1
GW00721,Zomato,1130,31,27,4.2,313,26,0.21,30510,1
GW00722,Swiggy,484,43,10,3.8,301,4,0.2,4840,1
GW00723,Swiggy,252,21,18,3.3,148,30,0.2,4536,1
GW00724,Zomato,505,68,12,4.1,67,33,0.04,6060,0
GW00725,Zomato,620,64,8,4.4,139,33,0.25,4960,0
GW00726,Zomato,527,32,15,4.5,74,31,0.18,7905,0
GW00727,Swiggy,765,37,26,4.7,323,15,0.08,19890,0
GW00728,Zomato,1153,61,11,4.1,73,12,0.14,12683,0
GW00729,Swiggy,1031,59,16,3.9,118,11,0.22,16496,1
GW00730,Swiggy,461,21,10,4.4,379,23,0.2,4610,1
GW00731,Swiggy,465,36,12,3.2,60,13,0.05,5580,1
GW00732,Zomato,519,32,23,4.3,309,34,0.18,11937,1
GW00733,Zomato,725,10,15,3.9,59,27,0.16,10875,1
GW00734,Swiggy,777,69,13,4.0,150,10,0.2,10101,0
GW00735,Swiggy,1177,68,10,3.7,61,22,0.24,11770,1
GW00736,Zomato,313,52,23,3.4,123,23,0.11,7199,1
GW00737,Swiggy,1000,11,15,3.9,445,34,0.13,15000,1
GW00738,Zomato,709,53,20,3.8,182,9,0.18,14180,1
GW00739,Swiggy,265,40,12,4.9,284,2,0.24,3180,1
GW00740,Swiggy,813,11,13,4.9,140,20,0.19,10569,0
GW00741,Swiggy,268,58,10,4.4,274,8,0.01,2680,0
GW00742,Swiggy,574,34,15,4.8,54,28,0.3,8610,0
GW00743,Zomato,1157,47,11,4.6,72,20,0.02,12727,0
GW00744,Swiggy,342,57,28,3.8,233,7,0.26,9576,1
GW00745,Swiggy,1022,28,24,4.3,265,9,0.27,24528,0
GW00746,Zomato,1059,37,15,3.6,95,32,0.07,15885,0
GW00747,Swiggy,266,15,28,4.4,179,32,0.23,7448,1
GW00748,Swiggy,872,48,26,3.3,431,29,0.15,22672,1
GW00749,Zomato,1089,28,21,4.7,399,27,0.13,22869,0
GW00750,Zomato,1121,61,16,4.2,123,27,0.05,17936,0
GW00751,Swiggy,737,67,19,3.3,50,15,0.14,14003,0
GW00752,Zomato,343,26,20,4.8,190,32,0.19,6860,1
GW00753,Zomato,259,15,15,4.8,341,2,0.15,3885,1
GW00754,Swiggy,973,24,10,4.7,111,15,0.07,9730,0
GW00755,Swiggy,998,31,29,4.6,112,11,0.15,28942,0
GW00756,Zomato,1015,50,22,4.4,372,9,0.26,22330,1
GW00757,Zomato,777,43,27,3.9,157,3,0.25,20979,1
GW00758,Swiggy,738,14,26,3.4,285,32,0.07,19188,0
GW00759,Zomato,393,62,11,3.7,65,34,0.15,4323,1
GW00760,Zomato,803,32,9,3.8,295,4,0.19,7227,1
GW00761,Swiggy,764,14,12,3.8,286,29,0.16,9168,1
GW00762,Swiggy,1168,53,28,4.2,353,15,0.2,32704,1
GW00763,Swiggy,719,19,9,3.6,160,11,0.21,6471,1
GW00764,Zomato,626,13,14,3.5,223,10,0.13,8764,0
GW00765,Swiggy,917,21,18,4.5,54,15,0.08,16506,0
GW00766,Zomato,743,56,19,3.2,343,11,0.14,14117,1
GW00767,Zomato,934,19,11,3.5,231,10,0.04,10274,0
GW00768,Zomato,733,69,10,4.0,386,16,0.23,7330,1
GW00769,Swiggy,701,39,15,3.5,131,23,0.23,10515,1
GW00770,Zomato,785,59,25,4.9,162,11,0.28,19625,0
GW00771,Swiggy,1036,33,12,4.4,216,5,0.27,12432,0
GW00772,Zomato,324,14,23,4.0,205,14,0.05,7452,0
GW00773,Swiggy,289,22,19,3.4,303,23,0.17,5491,1
GW00774,Swiggy,551,45,16,3.9,102,21,0.21,8816,1
GW00775,Zomato,801,18,15,4.4,359,31,0.25,12015,1
GW00776,Swiggy,311,27,12,4.9,145,13,0.1,3732,0
GW00777,Swiggy,999,44,27,4.1,325,24,0.3,26973,1
GW00778,Zomato,752,40,26,4.4,360,19,0.16,19552,1
GW00779,Zomato,494,33,22,3.6,253,4,0.14,10868,1
GW00780,Zomato,267,52,29,4.3,327,7,0.13,7743,1
GW00781,Zomato,901,13,27,3.6,356,18,0.06,24327,1
GW00782,Swiggy,647,50,18,3.6,189,25,0.17,11646,1
GW00783,Swiggy,843,35,27,4.1,279,12,0.05,22761,0
GW00784,Swiggy,438,53,20,3.6,236,17,0.25,8760,1
GW00785,Swiggy,869,67,20,4.5,103,8,0.02,17380,0
GW00786,Zomato,995,51,28,4.9,102,3,0.26,27860,0
GW00787,Zomato,1029,19,24,3.9,137,31,0.25,24696,1
GW00788,Swiggy,353,50,28,3.8,343,35,0.1,9884,1
GW00789,Swiggy,1172,51,23,3.5,152,32,0.02,26956,0
GW00790,Zomato,895,18,29,3.9,397,17,0.27,25955,1
GW00791,Swiggy,593,10,24,4.2,189,10,0.24,14232,0
GW00792,Zomato,620,63,26,3.9,400,23,0.19,16120,1
GW00793,Swiggy,282,25,29,4.3,279,3,0.03,8178,0
GW00794,Zomato,998,67,21,4.4,397,13,0.16,20958,1
GW00795,Swiggy,623,55,14,3.4,135,34,0.28,8722,1
GW00796,Zomato,1097,22,16,4.5,312,23,0.04,17552,0
GW00797,Zomato,427,47,9,4.8,373,28,0.16,3843,1
GW00798,Zomato,261,23,26,3.2,206,31,0.24,6786,1
GW00799,Zomato,1112,49,13,4.2,432,26,0.2,14456,1
GW00800,Zomato,990,32,8,4.3,430,8,0.12,7920,0
GW00801,Zomato,1070,64,14,4.5,169,21,0.27,14980,0
GW00802,Swiggy,1030,27,23,3.9,350,11,0.16,23690,1
GW00803,Zomato,1139,37,9,4.7,443,3,0.26,10251,1
GW00804,Zomato,705,68,11,4.2,411,7,0.19,7755,1
GW00805,Swiggy,1119,29,27,3.9,181,4,0.1,30213,0
GW00806,Zomato,892,10,29,4.5,329,29,0.27,25868,1
GW00807,Zomato,498,21,21,4.9,134,9,0.27,10458,1
GW00808,Zomato,697,36,18,4.7,131,9,0.1,12546,0
GW00809,Swiggy,819,52,16,4.9,377,3,0.07,13104,0
GW00810,Swiggy,253,22,12,3.7,72,17,0.29,3036,1
GW00811,Zomato,485,64,10,3.4,288,10,0.15,4850,1
GW00812,Zomato,422,13,29,4.2,314,23,0.3,12238,1
GW00813,Swiggy,571,34,27,3.3,74,18,0.08,15417,0
GW00814,Zomato,620,15,9,4.4,277,5,0.04,5580,0
GW00815,Zomato,797,63,17,3.6,337,26,0.01,13549,1
GW00816,Swiggy,1040,66,28,4.0,184,17,0.1,29120,0
GW00817,Zomato,998,54,17,4.4,402,18,0.18,16966,1
GW00818,Swiggy,1036,65,14,4.1,236,16,0.08,14504,0
GW00819,Swiggy,545,31,22,3.6,367,4,0.18,11990,1
GW00820,Swiggy,1089,54,12,4.8,212,19,0.03,13068,0
GW00821,Zomato,649,47,15,4.6,391,16,0.29,9735,1
GW00822,Swiggy,307,63,25,4.3,363,21,0.11,7675,1
GW00823,Swiggy,1124,45,27,4.5,78,2,0.29,30348,0
